,Security Name,Ticker,Sector Name
513377,MMTC LTD.,MMTC,Services
513397,VALLABH STEELS LTD.-$,VALLABHSQ,Capital Goods
513401,ASHIANA ISPAT LTD.,ASHIS,Capital Goods
513403,P.M.TELELINNKS LTD.,PMTELELIN,Capital Goods
513418,Smiths & Founders (India) Limited,SMFIL,Capital Goods
513422,BLOOM INDUSTRIES LTD.,BLOIN,Capital Goods
513430,Maitri Enterprises Ltd,MAITRI,Metals & Mining
513434,TATA METALIKS LTD.,TATAMETALI,Metals & Mining
513436,SHAH ALLOYS LTD.,SHAHALLOYS,Capital Goods
513446,JSW Ispat Special Products Ltd,JSWISPL,Metals & Mining
513452,ELANGO INDUSTRIES LTD.,ELANGO,Capital Goods
513456,KANISHK STEEL INDUSTRIES LTD.,KANSHST,Capital Goods
513460,MAHALAXMI SEAMLESS LTD.-$,MAHALXSE,Capital Goods
513472,SIMPLEX CASTINGS LTD.,SIMPLEXCAS,Capital Goods
513488,SHREE STEEL WIRE ROPES LTD.,SSWRL,Capital Goods
513496,MEWAT ZINC LTD.,MEWATZI,Metals & Mining
513498,SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG,Metals & Mining
513502,BARODA EXTRUSION LTD.,BAROEXT,Capital Goods
513507,GUJARAT CONTAINERS LTD.,GUJCONT,Capital Goods
513509,KALYANI FORGE LTD.,KALYANIFRG,Capital Goods
513511,PANCHMAHAL STEEL LTD.,PANCHMAHQ,Capital Goods
513513,ADITYA ISPAT LTD.,ADITYA,Capital Goods
513515,S.R.INDUSTRIES LTD.,SRIND,Textiles
513517,STEELCAST LTD.,STEELCAS,Capital Goods
513519,Pitti Engineering Ltd-$,PITTIENG,Capital Goods
513528,GLITTEK GRANITES LTD.,GLITTEKG,Construction Materials
513532,PRADEEP METALS LTD.,PRADPME,Automobile and Auto Components
513536,Gujarat Natural Resources Limited,GNRL,"Oil, Gas & Consumable Fuels"
513540,TAMILNADU STEEL TUBES LTD.,TNSTLTU,Capital Goods
513548,SHARDA ISPAT LTD.,SHRDAIS,Capital Goods
513554,MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL,Capital Goods
513579,FOUNDRY FUEL PRODUCTS LTD.,FFPL,"Oil, Gas & Consumable Fuels"
513599,HINDUSTAN COPPER LTD.,HINDCOPPER,Metals & Mining
513642,AXEL POLYMERS LTD.,AXELPOLY,Capital Goods
513683,NLC India Ltd,NLCINDIA,Power
513687,SPECTRA INDUSTRIES LTD.,SPECTRA,Automobile and Auto Components
513693,KIC METALIKS LTD.,KAJARIR,Metals & Mining
513699,SOLID STONE COMPANY LTD.,SOLIDSTON,Construction Materials
513709,SHILP GRAVURES LTD.-$,SHILGRAVQ,Capital Goods
513713,White Organic Agro Ltd,WHITEORG,Fast Moving Consumer Goods
513721,MFS INTERCORP LTD.,MFSINTRCRP,Capital Goods
513723,HG Industries Ltd-$,HGIND,Construction Materials
513729,ARO GRANITE INDUSTRIES LTD.-$,AROGRANITE,Consumer Durables
514010,HIMACHAL FIBRES LTD.,HIMFIBP,Textiles
514028,RAJKAMAL SYNTHETICS LTD.,RAJKSYN,Textiles
514030,DEEPAK SPINNERS LTD.-$,DEEPAKSP,Textiles
514034,JBF INDUSTRIES LTD.,JBFIND,Chemicals
514036,LOYAL TEXTILE MILLS LTD.-$,LOYALTEX,Textiles
514043,HIMATSINGKA SEIDE LTD.,HIMATSEIDE,Textiles
514045,BSL LTD.,BSL,Textiles
514060,Evergreen Textiles Limited,EVERTEX,Textiles
514087,PBM POLYTEX LTD.-$,PBMPOLY,Textiles
514113,ADINATH TEXTILES LTD.,ADINATH,Textiles
514128,KONARK SYNTHETIC LTD.,KONARKSY,Textiles
514138,SURYALATA SPINNING MILLS LTD.-$,SURYALA,Textiles
514140,SURYAVANSHI SPINNING MILLS LTD.-$,SURYVANSP,Textiles
514142,T T LTD.-$,TTL,Textiles
514144,UNIWORTH LTD.,UNIWORTH,Textiles
514162,WELSPUN INDIA LTD.,WELSPUNIND,Textiles
514165,INDIAN ACRYLICS LTD.,INDIANACRY,Chemicals
514167,GANESHA ECOSPHERE LTD.,GANECOS,Textiles
514171,CEETA INDUSTRIES LTD.,CEETAIN,Construction Materials
514175,VARDHMAN POLYTEX LTD.,VARDMNPOLY,Textiles
514177,RISHAB SPECIAL YARNS LTD.,RISHYRN,Textiles
514183,BLACK ROSE INDUSTRIES LTD.,BLACKROSE,Chemicals
514197,S&T CORPORATION LTD.,STCORP,Textiles
514211,SUMEET INDUSTRIES LTD.-$,SUMEETINDS,Textiles
514215,BINNY LTD.,BINNY,Realty
514221,K-Lifestyle & Industries Limited,KLIFESTYL,Textiles
514223,RAMGOPAL POLYTEX LTD.,RAMGOPOLY,Services
514234,SANGAM (INDIA) LTD.,SANGAMIND,Textiles
514236,TTL Enterprises Ltd,TTLEL,Services
514238,IKAB SECURITIES & INVESTMENT LTD.,IKAB,Financial Services
514240,Kush Industries Ltd,KUSHIND,Textiles
514248,SREECHEM RESINS LTD.,SRECR,Chemicals
514260,SURBHI INDUSTRIES LTD.,SURBHIN,Textiles
514264,SEASONS TEXTILES LTD.-$,SEASONST,Textiles
514266,ZENITH FIBRES LTD.-$,ZENIFIB,Textiles
514272,BHILWARA SPINNERS LTD.,BHILSPIN,Textiles
514274,AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN,Textiles
514280,SANRHEA TECHNICAL TEXTILES LTD.,SANTETX,Textiles
514286,ASHIMA LTD.,ASHIMASYN,Textiles
514300,PIONEER EMBROIDERIES LTD.-$,PIONEEREMB,Textiles
514302,VIPPY SPINPRO LTD.,VIPPYSP,Textiles
514312,JAIHIND SYNTHETICS LTD.,JAIHINDS,Textiles
514316,RAGHUVIR SYNTHETICS LTD.,RAGHUSYN,Textiles
514318,JATTASHANKAR INDUSTIES LTD.,JATTAINDUS,Textiles
514322,KAMADGIRI FASHION LTD.-$,KAMADGIRI,Textiles
514324,OMNITEX INDUSTRIES (INDIA) LTD.,OMNITEX,Textiles
514326,PATSPIN INDIA LTD.,PATSPINLTD,Textiles
514330,One Global Service Provider Ltd,ONEGLOBAL,Healthcare
514332,NEO INFRACON LTD.,NEOINFRA,Realty
514336,Genesis Ibrc India Ltd,GENESIS,Healthcare
514354,PREMIER POLYFILM LTD.,PREMIERPOL,Capital Goods
514358,EVERLON SYNTHETICS LTD.,EVERLON,Textiles
514360,K&R Rail Engineering Ltd,KRRAIL,Construction
514378,YARN SYNDICATE LTD.,YARNSYN,Services
514386,GUJARAT COTEX LTD.,GUJCOTEX,Textiles
514394,Atlas Jewellery India Limited,AJIL,Consumer Durables
514400,GARWARE SYNTHETICS LTD.,GARWSYN,Services
514402,SHARAD FIBRES & YARN PROCESSORS LTD.,SHARDFI,Textiles
514412,SARUP INDUSTRIES LTD.-$,SARUPINDUS,Consumer Durables
514418,Mangalam Organics Limited,MANORG,Chemicals
514428,HINDUSTAN ADHESIVES LTD.,HINDADH,Capital Goods
514440,Blue Pearl Texspin Limited,BPTEX,Chemicals
514442,SRI KPR INDUSTRIES LTD.,SRIKPRIND,Capital Goods
514448,JYOTI RESINS & ADHESIVES LTD.,JYOTIRES,Chemicals
514450,MAHALAXMI RUBTECH LTD.,MHLXMIRU,Textiles
514454,SOUTHERN LATEX LTD.,SOUTLAT,Textiles
514460,OSWAL YARNS LTD.,OSWAYRN,Services
514470,WINSOME TEXTILE INDUSTRIES LTD.-$,WINSOMTX,Textiles
514484,THAMBBI MODERN SPINNING MILLS LTD.,THAMBBI,Textiles
515008,MODERN INSULATORS LTD.,MODINSU,Capital Goods
515018,REGENCY CERAMICS LTD.,REGENCERAM,Consumer Durables
515030,ASAHI INDIA GLASS LTD.,ASAHIINDIA,Automobile and Auto Components
515037,MURUDESHWAR CERAMICS LTD.,MURUDCERA,Consumer Durables
515043,SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN,Automobile and Auto Components
515055,Anant Raj Limited-$,ANANTRAJ,Realty
515059,MADHUSUDAN INDUSTRIES LTD.,MADHUDIN,Fast Moving Consumer Goods
515081,SRI VAJRA GRANITES LTD.,SRIVAJRA,Construction Materials
515085,RESTILE CERAMICS LTD.,RESTILE,Consumer Durables
515093,MADHAV MARBLES & GRANITES LTD.,MADHAV,Consumer Durables
515127,Ramasigns Industries Ltd,RAMASIGNS,Services
515145,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,HINDNATGLS,Capital Goods
515147,Haldyn Glass Ltd-$,HALDYNGL,Capital Goods
516003,Duroply Industries Ltd,DUROPLY,Consumer Durables
516016,SHREYANS INDUSTRIES LTD.-$,SHREYANIND,Forest Materials
516020,AGIO PAPER & INDUSTRIES LTD.-$,AGIOPAPER,Forest Materials
516022,STAR PAPER MILLS LTD.,STARPAPER,Forest Materials
516030,Yash Pakka Ltd-$,YASHPAKKA,Forest Materials
516032,SARDA PAPERS LTD.,SARDAPPR,Forest Materials
516062,NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY,Forest Materials
516064,Arrow Greentech Ltd,ARROWGREEN,Capital Goods
516072,VISHNU CHEMICALS LTD.,VISHNU,Chemicals
516078,JUMBO BAG LTD.,JUMBO,Capital Goods
516082,N.R.AGARWAL INDUSTRIES LTD.,NRAGRINDQ,Forest Materials
516092,3P Land Holdings Ltd,3PLAND,Financial Services
516096,SANGAL PAPERS LTD.,SANPA,Forest Materials
516098,VENTURA TEXTILES LTD.,VENTURA,Textiles
516106,SHREE KARTHIK PAPERS LTD.,SHKARTP,Forest Materials
516108,SOUTH INDIA PAPER MILLS LTD.,STHINPA,Forest Materials
516110,Scandent Imaging Limited,SCANDENT,Healthcare
517015,VINDHYA TELELINKS LTD.,VINDHYATEL,Telecommunication
517035,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,RIR,Capital Goods
517041,ADOR WELDING LTD.,ADORWELD,Capital Goods
517044,INTERNATIONAL DATA MANAGEMENT LTD.,IDM,Services
517059,SALZER ELECTRONICS LTD.-$,SALZER,Capital Goods
517063,JETKING INFOTRAIN LTD.,JETKINGQ,Consumer Services
517077,IND-AGIV COMMERCE LTD.,INDAGIV,Services
517096,APLAB LTD.-$,APLAB,Capital Goods
517119,PCS TECHNOLOGY LTD.,PCS,Information Technology
517146,USHA MARTIN LTD.,USHAMART,Capital Goods
517166,SPEL SEMICONDUCTOR LTD.,SPELS,Capital Goods
517168,SUBROS LTD.,SUBROS,Automobile and Auto Components
517170,KLK Electrical Ltd,KLKELEC,Capital Goods
517172,Pervasive Commodities Ltd,PERVASIVE,Services
517174,HONEYWELL AUTOMATION INDIA LTD.,HONAUT,Capital Goods
517201,SWITCHING TECHNOLOGIES GUNTHER LTD.,SWITCHTE,Capital Goods
517206,LUMAX INDUSTRIES LTD.,LUMAXIND,Automobile and Auto Components
517214,Digispice Technologies Ltd-$,DIGISPICE,Information Technology
517230,PAE LTD.,PAEL,Automobile and Auto Components
517236,CALCOM VISION LTD.,CALCOM,Consumer Durables
517238,DYNAVISION LTD.,DYNAVSN,Services
517246,BCC FUBA INDIA LTD.,BCCFUBA,Information Technology
517258,PRECISION ELECTRONICS LTD.,PRECISIO,Capital Goods
517264,FINE-LINE CIRCUITS LTD.,FINELINE,Information Technology
517271,HBL POWER SYSTEMS LTD.-$,HBLPOWER,Capital Goods
517273,S&S POWER SWITCHGEAR LTD.,S&SPOWER,Capital Goods
517288,Gujarat Poly Electronics Ltd,GUJARATPOLY,Capital Goods
517300,GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,Power
517320,SAVANT INFOCOMM LTD.,SAVINFOCO,Capital Goods
517330,CMI LTD.,CMI,Capital Goods
517334,Samvardhana Motherson International Ltd,MOTHERSON,Automobile and Auto Components
517344,MINDTECK (INDIA) LTD.,MINDTECK,Information Technology
517354,HAVELLS INDIA LTD.,HAVELLS,Consumer Durables
517356,ACI INFOCOM LTD.,ACIIN,Information Technology
517360,SBEC SYSTEMS (INDIA) LTD.,SBECSYS,Services
517370,INCAP LTD.,INCAP,Capital Goods
517372,GUJARAT INTRUX LTD.-$,GUJINTRX,Capital Goods
517380,IGARASHI MOTORS INDIA LTD.,IGARASHI,Automobile and Auto Components
517385,Symphony Limited,SYMPHONY,Consumer Durables
517393,VINTRON INFORMATICS LTD.,VINTRON,Information Technology
517397,PAN ELECTRONICS INDIA LTD.,PANELEC,Capital Goods
517399,VXL INSTRUMENTS LTD.,VXLINSTR,Consumer Durables
517411,SHYAM TELECOM LTD.,SHYAMTEL,Services
517415,LEE & NEE SOFTWARES (EXPORTS) LTD.,LEENEE,Information Technology
517417,PATELS AIRTEMP (INDIA) LTD.,PATELSAI,Capital Goods
517421,Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,Consumer Durables
517423,INTEGRA SWITCHGEAR LTD.,INTEGSW,Capital Goods
517429,Athena Global Technologies Ltd-$,ATHENAGLO,Information Technology
517431,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,NARMP,Capital Goods
517437,DUTRON POLYMERS LTD.-$,DUTRON,Capital Goods
517447,R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,Information Technology
517449,MAGNA ELECTRO CASTINGS LTD.-$,MAGNAELQ,Capital Goods
517463,LINAKS MICROELECTRONICS LTD.,LINAKS,Information Technology
517467,MARSONS LIMITED,MARSONS,Capital Goods
517477,ELNET TECHNOLOGIES LTD.-$,ELNET,Information Technology
517494,Accel Ltd,ACCEL,Information Technology
517498,WEBSOL ENERGY SYSTEM LTD.,WEBELSOLAR,Capital Goods
517500,ROTO PUMPS LTD.,ROTO,Capital Goods
517506,TTK PRESTIGE LTD.,TTKPRESTIG,Consumer Durables
517514,D&H India Ltd-$,DHINDIA,Capital Goods
517522,RAJRATAN GLOBAL WIRE LTD.,RAJGLOWIR,Automobile and Auto Components
517530,Surana Telecom And Power Limited,SURANAT&P,Power
517536,ONWARD TECHNOLOGIES LTD.,ONWARDTEC,Information Technology
517544,CENTUM ELECTRONICS LTD.,CENTUM,Capital Goods
517546,ALFA TRANSFORMERS LTD.,ALFATRAN,Capital Goods
517548,STARLITE COMPONENTS LTD.,STARLITE,Services
517554,NHC FOODS LTD.,NHCFOODS,Fast Moving Consumer Goods
517556,PVP VENTURES LTD.,PVP,Realty
517562,TRIGYN TECHNOLOGIES LTD.,TRIGYN,Information Technology
517569,KEI INDUSTRIES LTD.,KEI,Capital Goods
517571,IMP POWERS LTD.,INDLMETER,Capital Goods
518011,KEERTHI INDUSTRIES LTD.,KEERTHI,Construction Materials
518017,BHEEMA CEMENTS LTD.,BHEEMACEM,Construction Materials
518029,GUJARAT SIDHEE CEMENT LTD.,GSCLCEMENT,Construction Materials
518075,SURAJ PRODUCTS LTD.,SURAJ,Capital Goods
518091,ANJANI PORTLAND CEMENT LTD.-$,APCL,Construction Materials
519003,Modi Naturals Limited,MODINATUR,Fast Moving Consumer Goods
519014,PRASHANT INDIA LTD.,PRSNTIN,Textiles
519031,SHAH FOODS LTD.,SHAHFOOD,Fast Moving Consumer Goods
519064,KHANDELWAL EXTRACTION LTD.,ZKHANDEN,Fast Moving Consumer Goods
519091,TASTY BITE EATABLES LTD.,TASTYBIT,Fast Moving Consumer Goods
519097,RITESH INTERNATIONAL LTD.,RITESHIN,Chemicals
519105,AVT NATURAL PRODUCTS LTD.,AVTNPL,Fast Moving Consumer Goods
519126,HINDUSTAN FOODS LTD.,HNDFDS,Fast Moving Consumer Goods
519136,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,NAHARINDUS,Textiles
519152,VADILAL ENTERPRISES LTD.,VADILENT,Fast Moving Consumer Goods
519156,VADILAL INDUSTRIES LTD.-$,VADILALIND,Fast Moving Consumer Goods
519174,ASHIANA AGRO INDUSTRIES LTD.,ASHAI,Fast Moving Consumer Goods
519183,ADF FOODS LTD.-$,ADFFOODS,Fast Moving Consumer Goods
519191,Retro Green Revolution Ltd,RGRL,Fast Moving Consumer Goods
519214,WILLIAMSON FINANCIAL SERVICES LTD.,WILLIMFI,Financial Services
519216,AJANTA SOYA LTD.,AJANTSOY,Fast Moving Consumer Goods
519224,WILLIAMSON MAGOR & COMPANY LTD.,WILLAMAGOR,Financial Services
519230,Richirich Inventures Limited,RICHIRICH,Services
519234,Superior Industrial Enterprises Limited,SIEL,Fast Moving Consumer Goods
519238,SAPTARISHI AGRO INDUSTRIES LTD.,SPTRSHI,Fast Moving Consumer Goods
519242,SARDA PROTEINS LTD.,SRDAPRT,Fast Moving Consumer Goods
519260,Sanwaria Consumer Ltd-$,SANWARIA,Fast Moving Consumer Goods
519262,PRIMA AGRO LTD.,PRIMAGR,Fast Moving Consumer Goods
519279,MADHUR INDUSTRIES LTD.,MADHURIND,Fast Moving Consumer Goods
519285,TARAI FOODS LTD.,TARAI,Fast Moving Consumer Goods
519287,MODERN DAIRIES LTD.,MODAIRY,Fast Moving Consumer Goods
519295,BAMBINO AGRO INDUSTRIES LTD.,BAMBINO,Fast Moving Consumer Goods
519299,PRIME INDUSTRIES LTD.,PRIMIND,Fast Moving Consumer Goods
519307,VIKAS WSP LTD.,VIKASWSP,Fast Moving Consumer Goods
519319,Jatalia Global Ventures Ltd,JATALIA,Information Technology
519331,VSF PROJECTS LTD.,VSFPROJ,Construction
519353,BANSISONS TEA INDUSTRIES LTD.,BANSTEA,Fast Moving Consumer Goods
519359,POONA DAL & OIL INDUSTRIES LTD.,POONADAL,Fast Moving Consumer Goods
519367,TRANSGLOBE FOODS LTD.,TRANSFD,Fast Moving Consumer Goods
519383,ANIK INDUSTRIES LTD.,ANIKINDS,Services
519397,SHARAT INDUSTRIES LTD.,SHINDL,Fast Moving Consumer Goods
519413,Datiware Maritime Infra Ltd,DATIWARE,Services
519415,KMG MILK FOOD LTD.,KMGMILK,Fast Moving Consumer Goods
519421,KSE LTD.-$,KSE,Fast Moving Consumer Goods
519439,PIONEER AGRO EXTRACTS LTD.,PIONAGR,Fast Moving Consumer Goods
519455,NARBADA GEMS AND JEWELLERY LTD.,NARBADA,Consumer Durables
519457,VIRAT CRANE INDUSTRIES LTD.,VIRATCRA,Fast Moving Consumer Goods
519463,IB INFOTECH ENTERPRISES LTD.,IBINFO,Fast Moving Consumer Goods
519471,Ambar Protein Industries Ltd,AMBARPIL,Fast Moving Consumer Goods
519475,CHORDIA FOOD PRODUCTS LTD.,CHORDIA,Fast Moving Consumer Goods
519477,CIAN Agro Industries & Infrastructure Ltd,CIANAGRO,Fast Moving Consumer Goods
519483,TAI INDUSTRIES LTD.-$,TAIIND,Services
519494,N.K.INDUSTRIES LTD.,NKIND,Fast Moving Consumer Goods
519500,BKV INDUSTRIES LTD.,BKV,Fast Moving Consumer Goods
519506,NCC BLUE WATER PRODUCTS LTD.,NCCBLUE,Fast Moving Consumer Goods
519532,ASIAN TEA & EXPORTS LTD.-$,ASIANTNE,Services
519552,Heritage Foods Limited,HERITGFOOD,Fast Moving Consumer Goods
519566,SIMRAN FARMS LTD.,SIMRAN,Fast Moving Consumer Goods
519588,DFM FOODS LTD.,DFM,Fast Moving Consumer Goods
519600,CCL PRODUCTS (INDIA) LTD.,CCL,Fast Moving Consumer Goods
519602,Kellton Tech Solutions Ltd.,KELLTONTEC,Information Technology
519604,SURYO FOODS & INDUSTRIES LTD.,SURFI,Fast Moving Consumer Goods
519606,INTEGRATED PROTEINS LTD.,INTEGFD,Fast Moving Consumer Goods
519612,MAHAAN FOODS LTD.,MAHAANF,Fast Moving Consumer Goods
520008,RICO AUTO INDUSTRIES LTD.,RICOAUTO,Automobile and Auto Components
520021,OMAX AUTOS LTD.,OMAXAUTO,Automobile and Auto Components
520043,MUNJAL SHOWA LTD.,MUNJALSHOW,Automobile and Auto Components
520051,JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO,Automobile and Auto Components
520056,SUNDARAM-CLAYTON LTD.,SUNCLAYLTD,Automobile and Auto Components
520057,Jtekt India Ltd,JTEKTINDIA,Automobile and Auto Components
520059,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,Automobile and Auto Components
520066,JAY BHARAT MARUTI LTD.,JAYBARMARU,Automobile and Auto Components
520073,RACL Geartech Ltd,RACLGEAR,Automobile and Auto Components
520075,SAMKRG PISTONS & RINGS LTD.-$,SAMKRG,Automobile and Auto Components
520081,EAST COAST STEEL LTD.,ECSTSTL,Capital Goods
520086,SICAL LOGISTICS LTD.,SICAL,Services
520111,RATNAMANI METALS & TUBES LTD.-$,RATNAMANI,Capital Goods
520113,VESUVIUS INDIA LTD.,VESUVIUS,Capital Goods
520119,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,ASAL,Automobile and Auto Components
520121,ARCEE INDUSTRIES LTD.,ARCEEIN,Capital Goods
520123,ABC INDIA LTD.-$,ABCINDQ,Services
520127,BALURGHAT TECHNOLOGIES LTD.,BALTE,Services
520131,COASTAL ROADWAYS LTD.,COARO,Services
520141,SIBAR AUTO PARTS LTD.,SIBARAUT,Automobile and Auto Components
520151,SHREYAS SHIPPING & LOGISTICS LTD.,SHREYAS,Services
520155,Starlog Enterprises Ltd,STARLOG,Services
521003,SHIVA SUITINGS LTD.,SHVSUIT,Services
521005,Titan Intech Ltd,TITANIN,Textiles
521014,EUROTEX INDUSTRIES & EXPORTS LTD.,EUROTEXIND,Textiles
521016,INDO COUNT INDUSTRIES LTD.,ICIL,Textiles
521018,MARAL OVERSEAS LTD.,MARALOVER,Textiles
521034,SOMA TEXTILES & INDUSTRIES LTD.,SOMATEX,Textiles
521048,ADVANCE LIFESTYLES LTD.,ADVLIFE,Textiles
521054,KAKATIYA TEXTILES LTD.,KAKTEX,Textiles
521062,Perfect-Octave Media Projects Ltd,OCTAVE,"Media, Entertainment & Publication"
521064,TRIDENT LTD.,TRIDENT,Textiles
521068,HISAR SPINNING MILLS LTD.,HISARSP,Textiles
521070,ALOK INDUSTRIES LTD.,ALOKTEXT,Textiles
521080,PASARI SPINNING MILLS LTD.,PASARI,Textiles
521082,SPENTEX INDUSTRIES LTD.,SPENTEX,Textiles
521097,AMARJOTHI SPINNING MILLS LTD.,AMARJOTHI,Textiles
521105,OLYMPIA INDUSTRIES LTD.,OLYMPTX,Consumer Services
521109,NAGREEKA EXPORTS LTD.-$,NAGREEKEXP,Textiles
521113,SUDITI INDUSTRIES LTD.,SUDTIND-B,Textiles
521131,Shree Bhavya Fabrics Ltd,SBFL,Textiles
521133,GEM SPINNERS INDIA LTD.,GEMSPIN,Textiles
521137,EUREKA INDUSTRIES LTD.,EUREKAI,Textiles
521141,ADITYA SPINNERS LTD.,ADITYASP,Textiles
521149,PRIME URBAN DEVELOPMENT INDIA LTD.,PRIMEURB,Realty
521151,DHANLAXMI FABRICS LTD.,DHANFAB,Textiles
521161,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,SLSTLQ,Textiles
521163,ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,Textiles
521176,GANGOTRI TEXTILES LTD.,GANGOTRI,Textiles
521178,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,SRMCL,Textiles
521180,SUPER SPINNING MILLS LTD.,SUPERSPIN,Textiles
521182,SEASONS FURNISHINGS LTD.,SEASONF,Services
521188,UNITED TEXTILES LTD.,UNITEDTE,Textiles
521194,SIL INVESTMENTS LTD.,SILINV,Financial Services
521200,SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,Textiles
521206,SAMTEX FASHIONS LTD.-$,SAMTEX,Textiles
521210,CITYMAN LTD.,CITYMAN,Consumer Durables
521216,DHANALAXMI ROTO SPINNERS LTD.,DHANROTO,Textiles
521220,DAMODAR INDUSTRIES LTD.-$,DAMOINDUS,Textiles
521222,SANBLUE CORPORATION LTD.,SANBLUE,Textiles
521226,UNIROYAL INDUSTRIES LTD.,UNIROYAL,Textiles
521228,TATIA GLOBAL VENNTURE LTD.,TATIAGLOB,Realty
521232,SUNIL INDUSTRIES LTD.,SUNILTX,Services
521234,SRI NACHAMMAI COTTON MILLS LTD.-$,SRINACHA,Textiles
521238,KKRRAFTON Developers Ltd,KDL,Information Technology
521240,SAMBANDAM SPINNING MILLS LTD.-$,SAMBANDAM,Textiles
521242,KANDAGIRI SPINNING MILLS LTD.-$,KANDAGIRI,Textiles
521244,CHITRADURGA SPINTEX LTD.,CHITRTX,Textiles
521248,KITEX GARMENTS LTD.,KITEX,Textiles
522001,CRANEX LTD.,CRANEX,Capital Goods
522004,BATLIBOI LTD.-$,BATLIBOI,Capital Goods
522005,AUSTIN ENGINEERING CO.LTD.,AUSTENG,Capital Goods
522014,UNITED DRILLING TOOLS LTD.,UNIDT,Capital Goods
522017,FLUIDOMAT LTD.,FLUIDOM,Capital Goods
522027,EMA INDIA LTD.,EMAINDIA,Capital Goods
522029,WINDSOR MACHINES LTD.,WINDMACHIN,Capital Goods
522034,SHANTHI GEARS LTD.,SHANTIGEAR,Capital Goods
522036,MIVEN MACHINE TOOLS LTD.,MIVENMACH,Capital Goods
522064,Honda India Power Products Ltd,HONDAPOWER,Capital Goods
522073,The Hi-Tech Gears Ltd,HITECHGEAR,Automobile and Auto Components
522074,ELGI EQUIPMENTS LTD.,ELGIEQUIP,Capital Goods
522091,UNITED VAN DER HORST LTD.,UVDRHOR,Capital Goods
522101,KILBURN ENGINEERING LTD.,KLBRENG-B,Capital Goods
522105,BIRLA PRECISION TECHNOLOGIES LTD.,BIRLAPREC,Capital Goods
522108,YUKEN INDIA LTD.-$,YUKEN,Capital Goods
522113,TIMKEN INDIA LTD.,TIMKEN,Capital Goods
522122,VOITH PAPER FABRICS INDIA LTD.-$,VOITHPAPR,Textiles
522134,ARTSON ENGINEERING LTD.,ARTSONEN,Capital Goods
522152,SOLITAIRE MACHINE TOOLS LTD.,SOLIMAC,Capital Goods
522163,Diamond Power Infrastructure Limited-$,DIAPOWER,Capital Goods
522165,INDSIL HYDRO POWER AND MANGANESE LTD.-$,INDSILHYD,Metals & Mining
522171,TMT (INDIA) LTD.,TMTIND-B1,Capital Goods
522183,ITL INDUSTRIES LTD.-$,ITL,Capital Goods
522195,FRONTIER SPRINGS LTD.,FRONTSP,Automobile and Auto Components
522205,PRAJ INDUSTRIES LTD.,PRAJIND,Capital Goods
522207,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,RASANDIK,Automobile and Auto Components
522209,YOGI SUNG-WON (INDIA) LTD.,YOGISUNG,Financial Services
522215,HLE Glascoat Ltd,HLEGLAS,Capital Goods
522217,GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,Capital Goods
522229,TANEJA AEROSPACE & AVIATION LTD.-$,TANAA,Capital Goods
522231,CONART ENGINEERS LTD.-$,CONART,Construction
522237,SHIVAGRICO IMPLEMENTS LTD.,SHIVAGR,Capital Goods
522241,M.M.FORGINGS LTD.-$,MMFL,Capital Goods
522245,IYKOT HITECH TOOLROOM LTD.,IYKOTHITE,Capital Goods
522249,MAYUR UNIQUOTERS LTD.-$,MAYURUNIQ,Consumer Durables
522251,CENLUB INDUSTRIES LTD.,CENLUB,Capital Goods
522257,RAJOO ENGINEERS LTD.-$,RAJOOENG,Capital Goods
522263,JMC PROJECTS (INDIA) LTD.-$,JMCPROJECT,Construction
522267,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,VJLAXMIE,Capital Goods
522273,AHMEDABAD STEELCRAFT LTD.,AHMDSTE,Capital Goods
522275,GE T&D India Ltd,GET&D,Capital Goods
522281,RAM RATNA WIRES LTD.-$,RAMRAT,Capital Goods
522285,JAYASWAL NECO INDUSTRIES LTD.,JAYNECOIND,Capital Goods
522287,KALPATARU POWER TRANSMISSION LTD.,KALPATPOWR,Construction
522289,NMS Resources Global Ltd,NMSRESRC,Services
522292,Candour Techtex Ltd,CANDOUR,Capital Goods
